word,root
صَابِرًا,صابرا,صابرا
أَعْصِى,اعصى,اعصى
ٱتَّبَعْتَنِى,اتبعتنى,اتبعتنى
تَسْـَٔلْنِى,تسـلنى,تسـلنى
أُحْدِثَ,احدث,احدث
فَٱنطَلَقَا,فانطلقا,فانطلقا
رَكِبَا,ركبا,ركبا
ٱلسَّفِينَةِ,السفينة,السفينة
خَرَقَهَا,خرقها,خرقها
أَخَرَقْتَهَا,اخرقتها,اخرقتها
لِتُغْرِقَ,لتغرق,لتغرق
إِمْرًا,امرا,امرا
أَقُلْ,اقل,اقل
تُؤَاخِذْنِى,تواخذنى,تواخذنى
تُرْهِقْنِى,ترهقنى,ترهقنى
أَمْرِى,امرى,امرى
عُسْرًا,عسرا,عسرا
لَقِيَا,لقيا,لقيا
غُلَٰمًا,غلاما,غلاما
أَقَتَلْتَ,اقتلت,اقتلت
زَكِيَّةًۢ,زكية,زكية
نُّكْرًا,نكرا,نكرا
سَأَلْتُكَ,سالتك,سالتك
شَىْءٍۭ,شىء,شىء
بَعْدَهَا,بعدها,بعدها
تُصَٰحِبْنِى,تصاحبنى,تصاحبنى
بَلَغْتَ,بلغت,بلغت
لَّدُنِّى,لدنى,لدنى
عُذْرًا,عذرا,عذرا
أَتَيَآ,اتيا,اتيا
ٱسْتَطْعَمَآ,استطعما,استطعما
فَأَبَوْا۟,فابوا,فابوا
يُضَيِّفُوهُمَا,يضيفوهما,يضيفوهما
جِدَارًا,جدارا,جدارا
يَنقَضَّ,ينقض,ينقض
فَأَقَامَهُۥ,فاقامه,فاقامه
لَتَّخَذْتَ,لتخذت,لتخذت
فِرَاقُ,فراق,فراق
وَبَيْنِكَ,وبينك,وبينك
سَأُنَبِّئُكَ,سانبيك,سانبيك
تَسْتَطِع,تستطع,تستطع
عَّلَيْهِ,عليه,عليه
ٱلسَّفِينَةُ,السفينة,السفينة
فَكَانَتْ,فكانت,فكانت
لِمَسَٰكِينَ,لمساكين,لمساكين
فَأَرَدتُّ,فاردت,فاردت
أَعِيبَهَا,اعيبها,اعيبها
وَرَآءَهُم,وراءهم,وراءهم
مَّلِكٌ,ملك,ملك
يَأْخُذُ,ياخذ,ياخذ
سَفِينَةٍ,سفينة,سفينة
غَصْبًا,غصبا,غصبا
ٱلْغُلَٰمُ,الغلام,الغلام
مُؤْمِنَيْنِ,مومنين,مومنين
فَخَشِينَآ,فخشينا,فخشينا
يُرْهِقَهُمَا,يرهقهما,يرهقهما
فَأَرَدْنَآ,فاردنا,فاردنا
يُبْدِلَهُمَا,يبدلهما,يبدلهما
رَبُّهُمَا,ربهما,ربهما
زَكَوٰةً,زكواة,زكواة
وَأَقْرَبَ,واقرب,واقرب
رُحْمًا,رحما,رحما
ٱلْجِدَارُ,الجدار,الجدار
لِغُلَٰمَيْنِ,لغلامين,لغلامين
يَتِيمَيْنِ,يتيمين,يتيمين
تَحْتَهُۥ,تحته,تحته
أَبُوهُمَا,ابوهما,ابوهما
يَبْلُغَآ,يبلغا,يبلغا
أَشُدَّهُمَا,اشدهما,اشدهما
وَيَسْتَخْرِجَا,ويستخرجا,ويستخرجا
كَنزَهُمَا,كنزهما,كنزهما
فَعَلْتُهُۥ,فعلته,فعلته
تَسْطِع,تسطع,تسطع
ٱلْقَرْنَيْنِ,القرنين,القرنين
سَأَتْلُوا۟,ساتلوا,ساتلوا
سَبَبًا,سببا,سببا
فَأَتْبَعَ,فاتبع,فاتبع
مَغْرِبَ,مغرب,مغرب
وَجَدَهَا,وجدها,وجدها
تَغْرُبُ,تغرب,تغرب
عَيْنٍ,عين,عين
حَمِئَةٍ,حمية,حمية
وَوَجَدَ,ووجد,ووجد
يَٰذَا,ياذا,ياذا
تُعَذِّبَ,تعذب,تعذب
تَتَّخِذَ,تتخذ,تتخذ
نُعَذِّبُهُۥ,نعذبه,نعذبه
فَيُعَذِّبُهُۥ,فيعذبه,فيعذبه
وَسَنَقُولُ,وسنقول,وسنقول
يُسْرًا,يسرا,يسرا
أَتْبَعَ,اتبع,اتبع
مَطْلِعَ,مطلع,مطلع
تَطْلُعُ,تطلع,تطلع
نَجْعَل,نجعل,نجعل
دُونِهَا,دونها,دونها
سِتْرًا,سترا,سترا
أَحَطْنَا,احطنا,احطنا
لَدَيْهِ,لديه,لديه
ٱلسَّدَّيْنِ,السدين,السدين
دُونِهِمَا,دونهما,دونهما
يَأْجُوجَ,ياجوج,ياجوج
وَمَأْجُوجَ,وماجوج,وماجوج
مُفْسِدُونَ,مفسدون,مفسدون
نَجْعَلُ,نجعل,نجعل
خَرْجًا,خرجا,خرجا
تَجْعَلَ,تجعل,تجعل
وَبَيْنَهُمْ,وبينهم,وبينهم
سَدًّا,سدا,سدا
مَكَّنِّى,مكنى,مكنى
فَأَعِينُونِى,فاعينونى,فاعينونى
أَجْعَلْ,اجعل,اجعل
رَدْمًا,ردما,ردما
ءَاتُونِى,ءاتونى,ءاتونى
زُبَرَ,زبر,زبر
ٱلْحَدِيدِ,الحديد,الحديد
سَاوَىٰ,ساوىا,ساوىا
ٱلصَّدَفَيْنِ,الصدفين,الصدفين
ٱنفُخُوا۟,انفخوا,انفخوا
ءَاتُونِىٓ,ءاتونى,ءاتونى
أُفْرِغْ,افرغ,افرغ
قِطْرًا,قطرا,قطرا
ٱسْطَٰعُوٓا۟,اسطاعوا,اسطاعوا
يَظْهَرُوهُ,يظهروه,يظهروه
نَقْبًا,نقبا,نقبا
رَحْمَةٌ,رحمة,رحمة
دَكَّآءَ,دكاء,دكاء
يَمُوجُ,يموج,يموج
وَنُفِخَ,ونفخ,ونفخ
فَجَمَعْنَٰهُمْ,فجمعناهم,فجمعناهم
جَمْعًا,جمعا,جمعا
وَعَرَضْنَا,وعرضنا,وعرضنا
عَرْضًا,عرضا,عرضا
أَعْيُنُهُمْ,اعينهم,اعينهم
غِطَآءٍ,غطاء,غطاء
ذِكْرِى,ذكرى,ذكرى
سَمْعًا,سمعا,سمعا
أَفَحَسِبَ,افحسب,افحسب
دُونِىٓ,دونى,دونى
نُنَبِّئُكُم,ننبيكم,ننبيكم
بِٱلْأَخْسَرِينَ,بالاخسرين,بالاخسرين
أَعْمَٰلًا,اعمالا,اعمالا
سَعْيُهُمْ,سعيهم,سعيهم
يَحْسَبُونَ,يحسبون,يحسبون
يُحْسِنُونَ,يحسنون,يحسنون
صُنْعًا,صنعا,صنعا
وَلِقَآئِهِۦ,ولقايه,ولقايه
فَحَبِطَتْ,فحبطت,فحبطت
نُقِيمُ,نقيم,نقيم
وَزْنًا,وزنا,وزنا
وَرُسُلِى,ورسلى,ورسلى
ٱلْفِرْدَوْسِ,الفردوس,الفردوس
حِوَلًا,حولا,حولا
ٱلْبَحْرُ,البحر,البحر
مِدَادًا,مدادا,مدادا
لِّكَلِمَٰتِ,لكلمات,لكلمات
لَنَفِدَ,لنفد,لنفد
تَنفَدَ,تنفد,تنفد
كَلِمَٰتُ,كلمات,كلمات
مَدَدًا,مددا,مددا
يَرْجُوا۟,يرجوا,يرجوا
فَلْيَعْمَلْ,فليعمل,فليعمل
بِعِبَادَةِ,بعبادة,بعبادة
أَحَدًۢا,احدا,احدا
كٓهيعٓصٓ,كهيعص,كهيعص
ذِكْرُ,ذكر,ذكر
رَحْمَتِ,رحمت,رحمت
عَبْدَهُۥ,عبده,عبده
زَكَرِيَّآ,زكريا,زكريا
نَادَىٰ,نادىا,نادىا
نِدَآءً,نداء,نداء
خَفِيًّا,خفيا,خفيا
وَهَنَ,وهن,وهن
ٱلْعَظْمُ,العظم,العظم
وَٱشْتَعَلَ,واشتعل,واشتعل
ٱلرَّأْسُ,الراس,الراس
شَيْبًا,شيبا,شيبا
أَكُنۢ,اكن,اكن
بِدُعَآئِكَ,بدعايك,بدعايك
شَقِيًّا,شقيا,شقيا
خِفْتُ,خفت,خفت
ٱلْمَوَٰلِىَ,الموالى,الموالى
وَرَآءِى,وراءى,وراءى
وَكَانَتِ,وكانت,وكانت
ٱمْرَأَتِى,امراتى,امراتى
عَاقِرًا,عاقرا,عاقرا
فَهَبْ,فهب,فهب
يَرِثُنِى,يرثنى,يرثنى
وَيَرِثُ,ويرث,ويرث
وَٱجْعَلْهُ,واجعله,واجعله
رَضِيًّا,رضيا,رضيا
يَٰزَكَرِيَّآ,يازكريا,يازكريا
يَحْيَىٰ,يحيىا,يحيىا
سَمِيًّا,سميا,سميا
بَلَغْتُ,بلغت,بلغت
عِتِيًّا,عتيا,عتيا
هَيِّنٌ,هين,هين
خَلَقْتُكَ,خلقتك,خلقتك
لَيَالٍ,ليال,ليال
سَوِيًّا,سويا,سويا
فَخَرَجَ,فخرج,فخرج
سَبِّحُوا۟,سبحوا,سبحوا
بُكْرَةً,بكرة,بكرة
وَعَشِيًّا,وعشيا,وعشيا
يَٰيَحْيَىٰ,يايحيىا,يايحيىا
ٱلْحُكْمَ,الحكم,الحكم
صَبِيًّا,صبيا,صبيا
وَحَنَانًا,وحنانا,وحنانا
وَزَكَوٰةً,وزكواة,وزكواة
تَقِيًّا,تقيا,تقيا
وَبَرًّۢا,وبرا,وبرا
بِوَٰلِدَيْهِ,بوالديه,بوالديه
جَبَّارًا,جبارا,جبارا
عَصِيًّا,عصيا,عصيا
وَسَلَٰمٌ,وسلام,وسلام
وُلِدَ,ولد,ولد
يُبْعَثُ,يبعث,يبعث
حَيًّا,حيا,حيا
وَٱذْكُرْ,واذكر,واذكر
ٱنتَبَذَتْ,انتبذت,انتبذت
مَكَانًا,مكانا,مكانا
شَرْقِيًّا,شرقيا,شرقيا
فَٱتَّخَذَتْ,فاتخذت,فاتخذت
فَأَرْسَلْنَآ,فارسلنا,فارسلنا
رُوحَنَا,روحنا,روحنا
فَتَمَثَّلَ,فتمثل,فتمثل
لِأَهَبَ,لاهب,لاهب
زَكِيًّا,زكيا,زكيا
أَكُ,اك,اك
بَغِيًّا,بغيا,بغيا
رَبُّكِ,ربك,ربك
وَلِنَجْعَلَهُۥٓ,ولنجعله,ولنجعله
مَّقْضِيًّا,مقضيا,مقضيا
فَحَمَلَتْهُ,فحملته,فحملته
فَٱنتَبَذَتْ,فانتبذت,فانتبذت
قَصِيًّا,قصيا,قصيا
فَأَجَآءَهَا,فاجاءها,فاجاءها
ٱلْمَخَاضُ,المخاض,المخاض
جِذْعِ,جذع,جذع
ٱلنَّخْلَةِ,النخلة,النخلة
مِتُّ,مت,مت
نَسْيًا,نسيا,نسيا
مَّنسِيًّا,منسيا,منسيا
فَنَادَىٰهَا,فنادىاها,فنادىاها
تَحْتِهَآ,تحتها,تحتها
تَحْزَنِى,تحزنى,تحزنى
تَحْتَكِ,تحتك,تحتك
سَرِيًّا,سريا,سريا
وَهُزِّىٓ,وهزى,وهزى
إِلَيْكِ,اليك,اليك
بِجِذْعِ,بجذع,بجذع
تُسَٰقِطْ,تساقط,تساقط
عَلَيْكِ,عليك,عليك
رُطَبًا,رطبا,رطبا
جَنِيًّا,جنيا,جنيا
فَكُلِى,فكلى,فكلى
وَٱشْرَبِى,واشربى,واشربى
وَقَرِّى,وقرى,وقرى
تَرَيِنَّ,ترين,ترين
ٱلْبَشَرِ,البشر,البشر
فَقُولِىٓ,فقولى,فقولى
لِلرَّحْمَٰنِ,للرحمان,للرحمان
صَوْمًا,صوما,صوما
أُكَلِّمَ,اكلم,اكلم
إِنسِيًّا,انسيا,انسيا
فَأَتَتْ,فاتت,فاتت
قَوْمَهَا,قومها,قومها
تَحْمِلُهُۥ,تحمله,تحمله
جِئْتِ,جيت,جيت
فَرِيًّا,فريا,فريا
يَٰٓأُخْتَ,يااخت,يااخت
أَبُوكِ,ابوك,ابوك
ٱمْرَأَ,امرا,امرا
سَوْءٍ,سوء,سوء
أُمُّكِ,امك,امك
فَأَشَارَتْ,فاشارت,فاشارت
نُكَلِّمُ,نكلم,نكلم
عَبْدُ,عبد,عبد
ءَاتَىٰنِىَ,ءاتىانى,ءاتىانى
وَجَعَلَنِى,وجعلنى,وجعلنى
نَبِيًّا,نبيا,نبيا
وَأَوْصَٰنِى,واوصانى,واوصانى
بِٱلصَّلَوٰةِ,بالصلواة,بالصلواة
وَٱلزَّكَوٰةِ,والزكواة,والزكواة
بِوَٰلِدَتِى,بوالدتى,بوالدتى
يَجْعَلْنِى,يجعلنى,يجعلنى
وَٱلسَّلَٰمُ,والسلام,والسلام
وُلِدتُّ,ولدت,ولدت
أَمُوتُ,اموت,اموت
أُبْعَثُ,ابعث,ابعث
وَلَدٍ,ولد,ولد
فَٱخْتَلَفَ,فاختلف,فاختلف
ٱلْأَحْزَابُ,الاحزاب,الاحزاب
بَيْنِهِمْ,بينهم,بينهم
مَّشْهَدِ,مشهد,مشهد
أَسْمِعْ,اسمع,اسمع
وَأَبْصِرْ,وابصر,وابصر
يَأْتُونَنَا,ياتوننا,ياتوننا
وَأَنذِرْهُمْ,وانذرهم,وانذرهم
ٱلْحَسْرَةِ,الحسرة,الحسرة
غَفْلَةٍ,غفلة,غفلة
نَرِثُ,نرث,نرث
وَإِلَيْنَا,والينا,والينا
صِدِّيقًا,صديقا,صديقا
نَّبِيًّا,نبيا,نبيا
تَعْبُدُ,تعبد,تعبد
يُبْصِرُ,يبصر,يبصر
جَآءَنِى,جاءنى,جاءنى
يَأْتِكَ,ياتك,ياتك
فَٱتَّبِعْنِىٓ,فاتبعنى,فاتبعنى
أَهْدِكَ,اهدك,اهدك
تَعْبُدِ,تعبد,تعبد
يَمَسَّكَ,يمسك,يمسك
لِلشَّيْطَٰنِ,للشيطان,للشيطان
أَرَاغِبٌ,اراغب,اراغب
ءَالِهَتِى,ءالهتى,ءالهتى
تَنتَهِ,تنته,تنته
لَأَرْجُمَنَّكَ,لارجمنك,لارجمنك
وَٱهْجُرْنِى,واهجرنى,واهجرنى
مَلِيًّا,مليا,مليا
سَأَسْتَغْفِرُ,ساستغفر,ساستغفر
حَفِيًّا,حفيا,حفيا
وَأَعْتَزِلُكُمْ,واعتزلكم,واعتزلكم
وَأَدْعُوا۟,وادعوا,وادعوا
أَلَّآ,الا,الا
بِدُعَآءِ,بدعاء,بدعاء
ٱعْتَزَلَهُمْ,اعتزلهم,اعتزلهم
وَهَبْنَا,وهبنا,وهبنا
رَّحْمَتِنَا,رحمتنا,رحمتنا
لِسَانَ,لسان,لسان
مُخْلَصًا,مخلصا,مخلصا
وَنَٰدَيْنَٰهُ,وناديناه,وناديناه
جَانِبِ,جانب,جانب
ٱلطُّورِ,الطور,الطور
ٱلْأَيْمَنِ,الايمن,الايمن
وَقَرَّبْنَٰهُ,وقربناه,وقربناه
رَّحْمَتِنَآ,رحمتنا,رحمتنا
صَادِقَ,صادق,صادق
ٱلْوَعْدِ,الوعد,الوعد
مَرْضِيًّا,مرضيا,مرضيا
إِدْرِيسَ,ادريس,ادريس
وَرَفَعْنَٰهُ,ورفعناه,ورفعناه
وَإِسْرَٰٓءِيلَ,واسراءيل,واسراءيل
وَٱجْتَبَيْنَآ,واجتبينا,واجتبينا
خَرُّوا۟,خروا,خروا
وَبُكِيًّا,وبكيا,وبكيا
أَضَاعُوا۟,اضاعوا,اضاعوا
يَلْقَوْنَ,يلقون,يلقون
غَيًّا,غيا,غيا
وَءَامَنَ,وءامن,وءامن
عِبَادَهُۥ,عباده,عباده
وَعْدُهُۥ,وعده,وعده
مَأْتِيًّا,ماتيا,ماتيا
لَغْوًا,لغوا,لغوا
رِزْقُهُمْ,رزقهم,رزقهم
نُورِثُ,نورث,نورث
نَتَنَزَّلُ,نتنزل,نتنزل
بِأَمْرِ,بامر,بامر
أَيْدِينَا,ايدينا,ايدينا
خَلْفَنَا,خلفنا,خلفنا
نَسِيًّا,نسيا,نسيا
وَٱصْطَبِرْ,واصطبر,واصطبر
لِعِبَٰدَتِهِۦ,لعبادته,لعبادته
لَسَوْفَ,لسوف,لسوف
أُخْرَجُ,اخرج,اخرج
يَذْكُرُ,يذكر,يذكر
لَنَحْشُرَنَّهُمْ,لنحشرنهم,لنحشرنهم
وَٱلشَّيَٰطِينَ,والشياطين,والشياطين
لَنُحْضِرَنَّهُمْ,لنحضرنهم,لنحضرنهم
حَوْلَ,حول,حول
جِثِيًّا,جثيا,جثيا
لَنَنزِعَنَّ,لننزعن,لننزعن
شِيعَةٍ,شيعة,شيعة
صِلِيًّا,صليا,صليا
وَارِدُهَا,واردها,واردها
حَتْمًا,حتما,حتما
وَّنَذَرُ,ونذر,ونذر
مَّقَامًا,مقاما,مقاما
نَدِيًّا,نديا,نديا
قَبْلَهُم,قبلهم,قبلهم
وَرِءْيًا,ورءيا,ورءيا
ٱلضَّلَٰلَةِ,الضلالة,الضلالة
فَلْيَمْدُدْ,فليمدد,فليمدد
مَدًّا,مدا,مدا
رَأَوْا۟,راوا,راوا
يُوعَدُونَ,يوعدون,يوعدون
فَسَيَعْلَمُونَ,فسيعلمون,فسيعلمون
وَأَضْعَفُ,واضعف,واضعف
جُندًا,جندا,جندا
وَيَزِيدُ,ويزيد,ويزيد
ٱهْتَدَوْا۟,اهتدوا,اهتدوا
مَّرَدًّا,مردا,مردا
أَفَرَءَيْتَ,افرءيت,افرءيت
لَأُوتَيَنَّ,لاوتين,لاوتين
أَطَّلَعَ,اطلع,اطلع
كَلَّا,كلا,كلا
وَنَمُدُّ,ونمد,ونمد
وَنَرِثُهُۥ,ونرثه,ونرثه
وَيَأْتِينَا,وياتينا,وياتينا
فَرْدًا,فردا,فردا
وَٱتَّخَذُوا۟,واتخذوا,واتخذوا
لِّيَكُونُوا۟,ليكونوا,ليكونوا
عِزًّا,عزا,عزا
سَيَكْفُرُونَ,سيكفرون,سيكفرون
بِعِبَادَتِهِمْ,بعبادتهم,بعبادتهم
وَيَكُونُونَ,ويكونون,ويكونون
ضِدًّا,ضدا,ضدا
تَؤُزُّهُمْ,توزهم,توزهم
أَزًّا,ازا,ازا
تَعْجَلْ,تعجل,تعجل
نَعُدُّ,نعد,نعد
عَدًّا,عدا,عدا
نَحْشُرُ,نحشر,نحشر
وَفْدًا,وفدا,وفدا
وَنَسُوقُ,ونسوق,ونسوق
وِرْدًا,وردا,وردا
ٱلشَّفَٰعَةَ,الشفاعة,الشفاعة
جِئْتُمْ,جيتم,جيتم
إِدًّا,ادا,ادا
تَكَادُ,تكاد,تكاد
يَتَفَطَّرْنَ,يتفطرن,يتفطرن
وَتَنشَقُّ,وتنشق,وتنشق
وَتَخِرُّ,وتخر,وتخر
هَدًّا,هدا,هدا
دَعَوْا۟,دعوا,دعوا
يَنۢبَغِى,ينبغى,ينبغى
ءَاتِى,ءاتى,ءاتى
أَحْصَىٰهُمْ,احصىاهم,احصىاهم
وَعَدَّهُمْ,وعدهم,وعدهم
وَكُلُّهُمْ,وكلهم,وكلهم
ءَاتِيهِ,ءاتيه,ءاتيه
سَيَجْعَلُ,سيجعل,سيجعل
وُدًّا,ودا,ودا
يَسَّرْنَٰهُ,يسرناه,يسرناه
بِلِسَانِكَ,بلسانك,بلسانك
لِتُبَشِّرَ,لتبشر,لتبشر
وَتُنذِرَ,وتنذر,وتنذر
لُّدًّا,لدا,لدا
تُحِسُّ,تحس,تحس
تَسْمَعُ,تسمع,تسمع
رِكْزًۢا,ركزا,ركزا
طه,طه,طه
لِتَشْقَىٰٓ,لتشقىا,لتشقىا
تَذْكِرَةً,تذكرة,تذكرة
يَخْشَىٰ,يخشىا,يخشىا
وَٱلسَّمَٰوَٰتِ,والسماوات,والسماوات
ٱلْعُلَى,العلى,العلى
تَحْتَ,تحت,تحت
ٱلثَّرَىٰ,الثرىا,الثرىا
ٱلسِّرَّ,السر,السر
وَأَخْفَى,واخفى,واخفى
وَهَلْ,وهل,وهل
أَتَىٰكَ,اتىاك,اتىاك
حَدِيثُ,حديث,حديث
لِأَهْلِهِ,لاهله,لاهله
ٱمْكُثُوٓا۟,امكثوا,امكثوا
ءَانَسْتُ,ءانست,ءانست
ءَاتِيكُم,ءاتيكم,ءاتيكم
بِقَبَسٍ,بقبس,بقبس
أَتَىٰهَا,اتىاها,اتىاها
نُودِىَ,نودى,نودى
فَٱخْلَعْ,فاخلع,فاخلع
نَعْلَيْكَ,نعليك,نعليك
بِٱلْوَادِ,بالواد,بالواد
ٱلْمُقَدَّسِ,المقدس,المقدس
طُوًى,طوى,طوى
ٱخْتَرْتُكَ,اخترتك,اخترتك
فَٱسْتَمِعْ,فاستمع,فاستمع
إِنَّنِىٓ,اننى,اننى
فَٱعْبُدْنِى,فاعبدنى,فاعبدنى
لِذِكْرِىٓ,لذكرى,لذكرى
ءَاتِيَةٌ,ءاتية,ءاتية
أَكَادُ,اكاد,اكاد
أُخْفِيهَا,اخفيها,اخفيها
لِتُجْزَىٰ,لتجزىا,لتجزىا
تَسْعَىٰ,تسعىا,تسعىا
يَصُدَّنَّكَ,يصدنك,يصدنك
فَتَرْدَىٰ,فتردىا,فتردىا
بِيَمِينِكَ,بيمينك,بيمينك
عَصَاىَ,عصاى,عصاى
أَتَوَكَّؤُا۟,اتوكوا,اتوكوا
وَأَهُشُّ,واهش,واهش
غَنَمِى,غنمى,غنمى
وَلِىَ,ولى,ولى
مَـَٔارِبُ,مـارب,مـارب
أَلْقِهَا,القها,القها
فَأَلْقَىٰهَا,فالقىاها,فالقىاها
حَيَّةٌ,حية,حية
خُذْهَا,خذها,خذها
سَنُعِيدُهَا,سنعيدها,سنعيدها
سِيرَتَهَا,سيرتها,سيرتها
ٱلْأُولَىٰ,الاولىا,الاولىا
وَٱضْمُمْ,واضمم,واضمم
جَنَاحِكَ,جناحك,جناحك
تَخْرُجْ,تخرج,تخرج
بَيْضَآءَ,بيضاء,بيضاء
لِنُرِيَكَ,لنريك,لنريك
ٱلْكُبْرَى,الكبرى,الكبرى
طَغَىٰ,طغىا,طغىا
ٱشْرَحْ,اشرح,اشرح
صَدْرِى,صدرى,صدرى
وَيَسِّرْ,ويسر,ويسر
وَٱحْلُلْ,واحلل,واحلل
عُقْدَةً,عقدة,عقدة
لِّسَانِى,لسانى,لسانى
يَفْقَهُوا۟,يفقهوا,يفقهوا
قَوْلِى,قولى,قولى
وَزِيرًا,وزيرا,وزيرا
ٱشْدُدْ,اشدد,اشدد
أَزْرِى,ازرى,ازرى
وَأَشْرِكْهُ,واشركه,واشركه
كَىْ,كى,كى
نُسَبِّحَكَ,نسبحك,نسبحك
وَنَذْكُرَكَ,ونذكرك,ونذكرك
بِنَا,بنا,بنا
أُوتِيتَ,اوتيت,اوتيت
سُؤْلَكَ,سولك,سولك
مَنَنَّا,مننا,مننا
أُخْرَىٰٓ,اخرىا,اخرىا
أُمِّكَ,امك,امك
ٱقْذِفِيهِ,اقذفيه,اقذفيه
ٱلتَّابُوتِ,التابوت,التابوت
فَٱقْذِفِيهِ,فاقذفيه,فاقذفيه
فَلْيُلْقِهِ,فليلقه,فليلقه
ٱلْيَمُّ,اليم,اليم
بِٱلسَّاحِلِ,بالساحل,بالساحل
يَأْخُذْهُ,ياخذه,ياخذه
وَعَدُوٌّ,وعدو,وعدو
وَأَلْقَيْتُ,والقيت,والقيت
مَحَبَّةً,محبة,محبة
وَلِتُصْنَعَ,ولتصنع,ولتصنع
عَيْنِىٓ,عينى,عينى
تَمْشِىٓ,تمشى,تمشى
أُخْتُكَ,اختك,اختك
فَتَقُولُ,فتقول,فتقول
أَدُلُّكُمْ,ادلكم,ادلكم
يَكْفُلُهُۥ,يكفله,يكفله
فَرَجَعْنَٰكَ,فرجعناك,فرجعناك
تَقَرَّ,تقر,تقر
عَيْنُهَا,عينها,عينها
تَحْزَنَ,تحزن,تحزن
وَقَتَلْتَ,وقتلت,وقتلت
فَنَجَّيْنَٰكَ,فنجيناك,فنجيناك
وَفَتَنَّٰكَ,وفتناك,وفتناك
فُتُونًا,فتونا,فتونا
فَلَبِثْتَ,فلبثت,فلبثت
قَدَرٍ,قدر,قدر
وَٱصْطَنَعْتُكَ,واصطنعتك,واصطنعتك
وَأَخُوكَ,واخوك,واخوك
تَنِيَا,تنيا,تنيا
ٱذْهَبَآ,اذهبا,اذهبا
فَقُولَا,فقولا,فقولا
لَّيِّنًا,لينا,لينا
لَّعَلَّهُۥ,لعله,لعله
نَخَافُ,نخاف,نخاف
يَفْرُطَ,يفرط,يفرط
يَطْغَىٰ,يطغىا,يطغىا
تَخَافَآ,تخافا,تخافا
مَعَكُمَآ,معكما,معكما
أَسْمَعُ,اسمع,اسمع
وَأَرَىٰ,وارىا,وارىا
فَأْتِيَاهُ,فاتياه,فاتياه
فَقُولَآ,فقولا,فقولا
رَسُولَا,رسولا,رسولا
رَّبُّكُمَا,ربكما,ربكما
أَعْطَىٰ,اعطىا,اعطىا
خَلْقَهُۥ,خلقه,خلقه
يَنسَى,ينسى,ينسى
مَهْدًا,مهدا,مهدا
وَسَلَكَ,وسلك,وسلك
سُبُلًا,سبلا,سبلا
نَّبَاتٍ,نبات,نبات
شَتَّىٰ,شتىا,شتىا
وَٱرْعَوْا۟,وارعوا,وارعوا
أَنْعَٰمَكُمْ,انعامكم,انعامكم
ٱلنُّهَىٰ,النهىا,النهىا
نُعِيدُكُمْ,نعيدكم,نعيدكم
نُخْرِجُكُمْ,نخرجكم,نخرجكم
أَرَيْنَٰهُ,اريناه,اريناه
فَكَذَّبَ,فكذب,فكذب
وَأَبَىٰ,وابىا,وابىا
لِتُخْرِجَنَا,لتخرجنا,لتخرجنا
أَرْضِنَا,ارضنا,ارضنا
بِسِحْرِكَ,بسحرك,بسحرك
فَلَنَأْتِيَنَّكَ,فلناتينك,فلناتينك
وَبَيْنَكَ,وبينك,وبينك
مَوْعِدًا,موعدا,موعدا
نُخْلِفُهُۥ,نخلفه,نخلفه
سُوًى,سوى,سوى
مَوْعِدُكُمْ,موعدكم,موعدكم
ٱلزِّينَةِ,الزينة,الزينة
يُحْشَرَ,يحشر,يحشر
فَجَمَعَ,فجمع,فجمع
كَيْدَهُۥ,كيده,كيده
أَتَىٰ,اتىا,اتىا
وَيْلَكُمْ,ويلكم,ويلكم
تَفْتَرُوا۟,تفتروا,تفتروا
فَيُسْحِتَكُم,فيسحتكم,فيسحتكم
خَابَ,خاب,خاب
فَتَنَٰزَعُوٓا۟,فتنازعوا,فتنازعوا
أَمْرَهُم,امرهم,امرهم
ٱلنَّجْوَىٰ,النجوىا,النجوىا
هَٰذَٰنِ,هاذان,هاذان
لَسَٰحِرَٰنِ,لساحران,لساحران
يُرِيدَانِ,يريدان,يريدان
يُخْرِجَاكُم,يخرجاكم,يخرجاكم
أَرْضِكُم,ارضكم,ارضكم
بِسِحْرِهِمَا,بسحرهما,بسحرهما
وَيَذْهَبَا,ويذهبا,ويذهبا
بِطَرِيقَتِكُمُ,بطريقتكم,بطريقتكم
ٱلْمُثْلَىٰ,المثلىا,المثلىا
فَأَجْمِعُوا۟,فاجمعوا,فاجمعوا
كَيْدَكُمْ,كيدكم,كيدكم
ٱئْتُوا۟,ايتوا,ايتوا
أَفْلَحَ,افلح,افلح
ٱسْتَعْلَىٰ,استعلىا,استعلىا
أَلْقَىٰ,القىا,القىا
حِبَالُهُمْ,حبالهم,حبالهم
وَعِصِيُّهُمْ,وعصيهم,وعصيهم
يُخَيَّلُ,يخيل,يخيل
سِحْرِهِمْ,سحرهم,سحرهم
فَأَوْجَسَ,فاوجس,فاوجس
وَأَلْقِ,والق,والق
يَمِينِكَ,يمينك,يمينك
تَلْقَفْ,تلقف,تلقف
صَنَعُوٓا۟,صنعوا,صنعوا
كَيْدُ,كيد,كيد
ٱلسَّاحِرُ,الساحر,الساحر
فَأُلْقِىَ,فالقى,فالقى
ءَامَنتُمْ,ءامنتم,ءامنتم
لَكَبِيرُكُمُ,لكبيركم,لكبيركم
فَلَأُقَطِّعَنَّ,فلاقطعن,فلاقطعن
وَلَأُصَلِّبَنَّكُمْ,ولاصلبنكم,ولاصلبنكم
