word,root
وَٱلْمَسْكَنَةُ,وٱلمسكنة,والمسكنة
وَبَآءُو,ٓءو,وباءو
بِغَضَبٍ,غضب,بغضب
بِأَنَّهُمْ,بأن,بانهم
يَكْفُرُونَ,كفر,يكفرون
بِـَٔايَٰتِ,ـٔيٰ,بـايات
وَيَقْتُلُونَ,قتل,ويقتلون
ٱلنَّبِيِّۦنَ,ٱلنبيۦ,النبين
بِغَيْرِ,بغر,بغير
ٱلْحَقِّ,ٱلحق,الحق
عَصَوا۟,عصوا۟,عصوا
وَّكَانُوا۟,كانوا۟,وكانوا
يَعْتَدُونَ,عتد,يعتدون
هَادُوا۟,هادوا۟,هادوا
وَٱلنَّصَٰرَىٰ,وٱلنصٰرىٰ,والنصارىا
وَٱلصَّٰبِـِٔينَ,وٱلصٰبـٔ,والصابـين
مَنْ,من,من
وَٱلْيَوْمِ,ٱليوم,واليوم
وَعَمِلَ,عمل,وعمل
صَٰلِحًا,صٰلح,صالحا
فَلَهُمْ,لهم,فلهم
أَجْرُهُمْ,اجر,اجرهم
أَخَذْنَا,اخذ,اخذنا
مِيثَٰقَكُمْ,يثٰق,ميثاقكم
وَرَفَعْنَا,رفع,ورفعنا
فَوْقَكُمُ,فوق,فوقكم
ٱلطُّورَ,ٱلطور,الطور
خُذُوا۟,خذوا۟,خذوا
ءَاتَيْنَٰكُم,ءاتينٰ,ءاتيناكم
بِقُوَّةٍ,بقة,بقوة
وَٱذْكُرُوا۟,وٱذكروا۟,واذكروا
تَوَلَّيْتُم,تول,توليتم
فَلَوْلَا,فلل,فلولا
فَضْلُ,فضل,فضل
وَرَحْمَتُهُۥ,رحمتهۥ,ورحمته
لَكُنتُم,لكن,لكنتم
ٱلْخَٰسِرِينَ,ٱلخٰسر,الخاسرين
وَلَقَدْ,لقد,ولقد
عَلِمْتُمُ,علم,علمتم
ٱعْتَدَوْا۟,ٱعتدوا۟,اعتدوا
مِنكُمْ,نكم,منكم
ٱلسَّبْتِ,ٱلسب,السبت
كُونُوا۟,كونوا۟,كونوا
قِرَدَةً,قرد,قردة
خَٰسِـِٔينَ,خٰسـٔ,خاسـين
فَجَعَلْنَٰهَا,جعلنٰ,فجعلناها
نَكَٰلًا,كٰل,نكالا
بَيْنَ,بين,بين
يَدَيْهَا,يدي,يديها
خَلْفَهَا,خلف,خلفها
وَمَوْعِظَةً,وعظ,وموعظة
لِقَوْمِهِۦٓ,قومهۦٓ,لقومه
يَأْمُرُكُمْ,أمر,يامركم
تَذْبَحُوا۟,ذبحوا۟,تذبحوا
بَقَرَةً,بقر,بقرة
أَتَتَّخِذُنَا,تخذ,اتتخذنا
هُزُوًا,هزا,هزوا
أَعُوذُ,اعذ,اعوذ
أَنْ,ان,ان
أَكُونَ,اكن,اكون
ٱلْجَٰهِلِينَ,ٱلجٰهل,الجاهلين
ٱدْعُ,ٱدع,ادع
يُبَيِّن,يبن,يبين
لَّنَا,لنا,لنا
هِىَ,هى,هى
إِنَّهَا,انه,انها
بَقَرَةٌ,بقر,بقرة
فَارِضٌ,فرض,فارض
بِكْرٌ,بكر,بكر
عَوَانٌۢ,عنۢ,عوان
فَٱفْعَلُوا۟,فٱفعلوا۟,فافعلوا
تُؤْمَرُونَ,ؤمر,تومرون
لَوْنُهَا,لون,لونها
صَفْرَآءُ,صفرآء,صفراء
فَاقِعٌ,فقع,فاقع
لَّوْنُهَا,لون,لونها
تَسُرُّ,تسر,تسر
ٱلنَّٰظِرِينَ,ٱلنٰظر,الناظرين
ٱلْبَقَرَ,ٱلبقر,البقر
تَشَٰبَهَ,شٰب,تشابه
عَلَيْنَا,علي,علينا
وَإِنَّآ,إنٓ,وانا
لَمُهْتَدُونَ,هتد,لمهتدون
ذَلُولٌ,ذلل,ذلول
تُثِيرُ,تثر,تثير
تَسْقِى,سقى,تسقى
ٱلْحَرْثَ,ٱلحرث,الحرث
مُسَلَّمَةٌ,سلم,مسلمة
شِيَةَ,شية,شية
ٱلْـَٰٔنَ,ٱلـٰٔ,الـان
جِئْتَ,جئت,جيت
بِٱلْحَقِّ,ٱلحق,بالحق
فَذَبَحُوهَا,ذبحو,فذبحوها
كَادُوا۟,كادوا۟,كادوا
يَفْعَلُونَ,فعل,يفعلون
قَتَلْتُمْ,قتل,قتلتم
نَفْسًا,نفس,نفسا
فَٱدَّٰرَْٰٔتُمْ,ٱدٰرٰٔ,فاداراتم
مُخْرِجٌ,خرج,مخرج
ٱضْرِبُوهُ,ٱضربو,اضربوه
بِبَعْضِهَا,بعض,ببعضها
كَذَٰلِكَ,كذٰل,كذالك
يُحْىِ,يحى,يحى
ٱلْمَوْتَىٰ,ٱلموتىٰ,الموتىا
وَيُرِيكُمْ,وير,ويريكم
ءَايَٰتِهِۦ,ءايٰتهۦ,ءاياته
قَسَتْ,قست,قست
قُلُوبُكُم,قلب,قلوبكم
فَهِىَ,فهى,فهى
كَٱلْحِجَارَةِ,كٱلحجارة,كالحجارة
أَشَدُّ,اشد,اشد
قَسْوَةً,قسة,قسوة
وَإِنَّ,وإن,وان
ٱلْحِجَارَةِ,ٱلحجار,الحجارة
لَمَا,لما,لما
يَتَفَجَّرُ,فجر,يتفجر
يَشَّقَّقُ,شقق,يشقق
فَيَخْرُجُ,خرج,فيخرج
ٱلْمَآءُ,ٱلمآء,الماء
يَهْبِطُ,هبط,يهبط
مِنْ,من,من
خَشْيَةِ,خشة,خشية
بِغَٰفِلٍ,غٰفل,بغافل
عَمَّا,عما,عما
تَعْمَلُونَ,عمل,تعملون
أَفَتَطْمَعُونَ,طمع,افتطمعون
يُؤْمِنُوا۟,ؤمنوا۟,يومنوا
وَقَدْ,وقد,وقد
كَانَ,كان,كان
فَرِيقٌ,فرق,فريق
مِّنْهُمْ,نهم,منهم
يَسْمَعُونَ,سمع,يسمعون
كَلَٰمَ,كلٰم,كلام
يُحَرِّفُونَهُۥ,يحرفونهۥ,يحرفونه
عَقَلُوهُ,عقلو,عقلوه
خَلَا,خلا,خلا
بَعْضُهُمْ,بعض,بعضهم
بَعْضٍ,بعض,بعض
أَتُحَدِّثُونَهُم,حدثو,اتحدثونهم
فَتَحَ,فتح,فتح
لِيُحَآجُّوكُم,حآجو,ليحاجوكم
رَبِّكُمْ,ربكم,ربكم
أَوَلَا,اول,اولا
يَعْلَمُ,علم,يعلم
يُسِرُّونَ,يسر,يسرون
يُعْلِنُونَ,يعل,يعلنون
وَمِنْهُمْ,ومن,ومنهم
أُمِّيُّونَ,امي,اميون
أَمَانِىَّ,منى,امانى
وَإِنْ,وإن,وان
فَوَيْلٌ,فول,فويل
لِّلَّذِينَ,ذين,للذين
يَكْتُبُونَ,كتب,يكتبون
بِأَيْدِيهِمْ,بأد,بايديهم
يَقُولُونَ,يقل,يقولون
عِندِ,عند,عند
لِيَشْتَرُوا۟,ليشتروا۟,ليشتروا
لَّهُم,لهم,لهم
كَتَبَتْ,كتب,كتبت
أَيْدِيهِمْ,ايد,ايديهم
وَوَيْلٌ,ويل,وويل
يَكْسِبُونَ,كسب,يكسبون
وَقَالُوا۟,قالوا۟,وقالوا
تَمَسَّنَا,تمس,تمسنا
ٱلنَّارُ,ٱلنار,النار
أَيَّامًا,ايا,اياما
مَّعْدُودَةً,عدد,معدودة
قُلْ,قل,قل
أَتَّخَذْتُمْ,تخذ,اتخذتم
عَهْدًا,عهد,عهدا
فَلَن,فلن,فلن
يُخْلِفَ,خلف,يخلف
عَهْدَهُۥٓ,عهدهۥٓ,عهده
تَقُولُونَ,تقل,تقولون
بَلَىٰ,لىٰ,بلىا
كَسَبَ,كسب,كسب
سَيِّئَةً,سيئ,سيية
وَأَحَٰطَتْ,أحٰط,واحاطت
خَطِيٓـَٔتُهُۥ,خطيٓـٔتهۥ,خطيـته
فَأُو۟لَٰٓئِكَ,فأو۟لٰٓئك,فاولايك
ٱلْجَنَّةِ,ٱلج,الجنة
مِيثَٰقَ,يثٰق,ميثاق
بَنِىٓ,نىٓ,بنى
تَعْبُدُونَ,عبد,تعبدون
وَبِٱلْوَٰلِدَيْنِ,وبٱلوٰلد,وبالوالدين
إِحْسَانًا,احس,احسانا
وَذِى,وذى,وذى
ٱلْقُرْبَىٰ,ٱلقربىٰ,القربىا
وَٱلْيَتَٰمَىٰ,وٱليتٰمىٰ,واليتامىا
وَٱلْمَسَٰكِينِ,ٱلمسٰ,والمساكين
لِلنَّاسِ,ناس,للناس
حُسْنًا,حسن,حسنا
تَوَلَّيْتُمْ,تول,توليتم
مِّنكُمْ,نكم,منكم
وَأَنتُم,وأن,وانتم
مُّعْرِضُونَ,عرض,معرضون
تَسْفِكُونَ,تسف,تسفكون
دِمَآءَكُمْ,دمٓء,دماءكم
تُخْرِجُونَ,خرج,تخرجون
دِيَٰرِكُمْ,ديٰر,دياركم
أَقْرَرْتُمْ,قرر,اقررتم
تَشْهَدُونَ,شهد,تشهدون
أَنتُمْ,نتم,انتم
تَقْتُلُونَ,قتل,تقتلون
وَتُخْرِجُونَ,خرج,وتخرجون
فَرِيقًا,فرق,فريقا
مِّنكُم,نكم,منكم
دِيَٰرِهِمْ,ديٰر,ديارهم
تَظَٰهَرُونَ,ظٰهر,تظاهرون
عَلَيْهِم,علي,عليهم
بِٱلْإِثْمِ,ٱلإثم,بالاثم
وَٱلْعُدْوَٰنِ,وٱلعدوٰن,والعدوان
يَأْتُوكُمْ,أتو,ياتوكم
أُسَٰرَىٰ,ٰرىٰ,اسارىا
تُفَٰدُوهُمْ,ٰدو,تفادوهم
مُحَرَّمٌ,حرم,محرم
إِخْرَاجُهُمْ,خرج,اخراجهم
أَفَتُؤْمِنُونَ,فؤم,افتومنون
بِبَعْضِ,بعض,ببعض
ٱلْكِتَٰبِ,ٱلكتٰب,الكتاب
وَتَكْفُرُونَ,كفر,وتكفرون
بِبَعْضٍ,بعض,ببعض
جَزَآءُ,جزٓء,جزاء
يَفْعَلُ,فعل,يفعل
خِزْىٌ,خزى,خزى
ٱلْحَيَوٰةِ,ٱلحيوٰ,الحيواة
ٱلدُّنْيَا,ٱلد,الدنيا
وَيَوْمَ,ويم,ويوم
ٱلْقِيَٰمَةِ,ٱلقيٰم,القيامة
يُرَدُّونَ,يرد,يردون
إِلَىٰٓ,ىٰٓ,الىا
أَشَدِّ,اشد,اشد
ٱلْحَيَوٰةَ,ٱلحيوٰ,الحيواة
بِٱلْءَاخِرَةِ,بٱلءاخرة,بالءاخرة
يُخَفَّفُ,خفف,يخفف
عَنْهُمُ,عنهم,عنهم
ٱلْعَذَابُ,ٱلعذاب,العذاب
وَقَفَّيْنَا,وقف,وقفينا
بِٱلرُّسُلِ,ٱلرسل,بالرسل
وَءَاتَيْنَا,وءت,وءاتينا
عِيسَى,عيسى,عيسى
ٱبْنَ,ٱبن,ابن
مَرْيَمَ,ريم,مريم
ٱلْبَيِّنَٰتِ,ٱلبينٰ,البينات
وَأَيَّدْنَٰهُ,أيدنٰ,وايدناه
بِرُوحِ,برح,بروح
ٱلْقُدُسِ,ٱلقدس,القدس
أَفَكُلَّمَا,فكل,افكلما
جَآءَكُمْ,جٓء,جاءكم
رَسُولٌۢ,رسولۢ,رسول
تَهْوَىٰٓ,هوىٰٓ,تهوىا
أَنفُسُكُمُ,نفس,انفسكم
ٱسْتَكْبَرْتُمْ,ٱستكبر,استكبرتم
فَفَرِيقًا,فرق,ففريقا
كَذَّبْتُمْ,كذب,كذبتم
وَفَرِيقًا,فرق,وفريقا
قُلُوبُنَا,قلب,قلوبنا
غُلْفٌۢ,غلفۢ,غلف
بَل,بل,بل
لَّعَنَهُمُ,لعن,لعنهم
بِكُفْرِهِمْ,كفر,بكفرهم
فَقَلِيلًا,قلل,فقليلا
وَلَمَّا,ولم,ولما
جَآءَهُمْ,جٓء,جاءهم
كِتَٰبٌ,كتٰب,كتاب
مُصَدِّقٌ,صدق,مصدق
مَعَهُمْ,عهم,معهم
وَكَانُوا۟,كانوا۟,وكانوا
يَسْتَفْتِحُونَ,فتح,يستفتحون
فَلَمَّا,فلم,فلما
جَآءَهُم,جٓء,جاءهم
عَرَفُوا۟,عرفوا۟,عرفوا
فَلَعْنَةُ,فلع,فلعنة
بِئْسَمَا,بئس,بيسما
ٱشْتَرَوْا۟,ٱشتروا۟,اشتروا
يَكْفُرُوا۟,كفروا۟,يكفروا
أَنزَلَ,نزل,انزل
بَغْيًا,بغا,بغيا
يُنَزِّلَ,نزل,ينزل
فَضْلِهِۦ,ضلهۦ,فضله
يَشَآءُ,شٓء,يشاء
عِبَادِهِۦ,عبادهۦ,عباده
فَبَآءُو,ٓءو,فباءو
غَضَبٍ,غضب,غضب
وَلِلْكَٰفِرِينَ,كٰفر,وللكافرين
مُّهِينٌ,هين,مهين
نُؤْمِنُ,نؤم,نومن
وَيَكْفُرُونَ,كفر,ويكفرون
وَرَآءَهُۥ,رآءهۥ,وراءه
فَلِمَ,فلم,فلم
أَنۢبِيَآءَ,انۢبيآء,انبياء
كُنتُم,كنتم,كنتم
مُّؤْمِنِينَ,ؤمن,مومنين
جَآءَكُم,جٓء,جاءكم
مُّوسَىٰ,وسىٰ,موسىا
بِٱلْبَيِّنَٰتِ,بٱلبينٰت,بالبينات
وَٱسْمَعُوا۟,وٱسمعوا۟,واسمعوا
سَمِعْنَا,سمع,سمعنا
وَعَصَيْنَا,وعص,وعصينا
وَأُشْرِبُوا۟,وأشربوا۟,واشربوا
قُلُوبِهِمُ,قلب,قلوبهم
يَأْمُرُكُم,أمر,يامركم
إِيمَٰنُكُمْ,يمٰ,ايمانكم
كَانَتْ,كانت,كانت
ٱلدَّارُ,ٱلدار,الدار
ٱلْءَاخِرَةُ,ٱلءاخر,الءاخرة
خَالِصَةً,خلص,خالصة
فَتَمَنَّوُا۟,نو۟,فتمنوا
ٱلْمَوْتَ,ٱلمو,الموت
يَتَمَنَّوْهُ,منو,يتمنوه
أَبَدًۢا,بدۢ,ابدا
قَدَّمَتْ,قدم,قدمت
عَلِيمٌۢ,عليمۢ,عليم
بِٱلظَّٰلِمِينَ,ٱلظٰلم,بالظالمين
وَلَتَجِدَنَّهُمْ,تجد,ولتجدنهم
أَحْرَصَ,حرص,احرص
حَيَوٰةٍ,حيٰ,حيواة
أَشْرَكُوا۟,شركوا۟,اشركوا
يَوَدُّ,يود,يود
أَحَدُهُمْ,احد,احدهم
لَوْ,لو,لو
يُعَمَّرُ,عمر,يعمر
أَلْفَ,الف,الف
سَنَةٍ,سنة,سنة
بِمُزَحْزِحِهِۦ,بمزحزحهۦ,بمزحزحه
يُعَمَّرَ,عمر,يعمر
بَصِيرٌۢ,صيرۢ,بصير
يَعْمَلُونَ,عمل,يعملون
عَدُوًّا,عدا,عدوا
لِّجِبْرِيلَ,جبريل,لجبريل
فَإِنَّهُۥ,إنهۥ,فانه
نَزَّلَهُۥ,زلهۥ,نزله
قَلْبِكَ,قلب,قلبك
بِإِذْنِ,بإذ,باذن
يَدَيْهِ,يده,يديه
وَهُدًى,هدى,وهدى
وَبُشْرَىٰ,شرىٰ,وبشرىا
لِلْمُؤْمِنِينَ,ؤمن,للمومنين
لِّلَّهِ,لله,لله
وَمَلَٰٓئِكَتِهِۦ,وملٰٓئكتهۦ,وملايكته
وَرُسُلِهِۦ,رسلهۦ,ورسله
وَجِبْرِيلَ,جبريل,وجبريل
وَمِيكَىٰلَ,ميكىٰل,وميكىال
لِّلْكَٰفِرِينَ,كٰفر,للكافرين
أَنزَلْنَآ,زلنآ,انزلنا
ءَايَٰتٍۭ,ءايٰتۭ,ءايات
بَيِّنَٰتٍ,ينٰ,بينات
يَكْفُرُ,كفر,يكفر
بِهَآ,بهٓ,بها
ٱلْفَٰسِقُونَ,ٱلفٰسق,الفاسقون
أَوَكُلَّمَا,وكل,اوكلما
عَٰهَدُوا۟,عٰهدوا۟,عاهدوا
نَّبَذَهُۥ,ذهۥ,نبذه
مِّنْهُم,نهم,منهم
بَلْ,بل,بل
أَكْثَرُهُمْ,كثر,اكثرهم
رَسُولٌ,رسل,رسول
نَبَذَ,نبذ,نبذ
أُوتُوا۟,وو۟,اوتوا
كِتَٰبَ,كتٰب,كتاب
وَرَآءَ,رٓء,وراء
ظُهُورِهِمْ,ظهر,ظهورهم
كَأَنَّهُمْ,كأن,كانهم
وَٱتَّبَعُوا۟,وٱتبعوا۟,واتبعوا
تَتْلُوا۟,لو۟,تتلوا
ٱلشَّيَٰطِينُ,ٱلشيٰط,الشياطين
مُلْكِ,ملك,ملك
سُلَيْمَٰنَ,يمٰ,سليمان
كَفَرَ,كفر,كفر
سُلَيْمَٰنُ,يمٰ,سليمان
وَلَٰكِنَّ,ولٰ,ولاكن
ٱلشَّيَٰطِينَ,ٱلشيٰط,الشياطين
يُعَلِّمُونَ,علم,يعلمون
ٱلسِّحْرَ,ٱلسحر,السحر
ٱلْمَلَكَيْنِ,ٱلمل,الملكين
بِبَابِلَ,ببل,ببابل
هَٰرُوتَ,هٰرو,هاروت
وَمَٰرُوتَ,ٰرو,وماروت
يُعَلِّمَانِ,علم,يعلمان
أَحَدٍ,احد,احد
يَقُولَآ,قولآ,يقولا
فِتْنَةٌ,فتن,فتنة
تَكْفُرْ,كفر,تكفر
فَيَتَعَلَّمُونَ,علم,فيتعلمون
مِنْهُمَا,منه,منهما
يُفَرِّقُونَ,فرق,يفرقون
ٱلْمَرْءِ,ٱلمرء,المرء
وَزَوْجِهِۦ,زوجهۦ,وزوجه
بِضَآرِّينَ,ضٓر,بضارين
وَيَتَعَلَّمُونَ,علم,ويتعلمون
يَضُرُّهُمْ,يضر,يضرهم
يَنفَعُهُمْ,نفع,ينفعهم
عَلِمُوا۟,علموا۟,علموا
لَمَنِ,لمن,لمن
ٱشْتَرَىٰهُ,ٱشترىٰ,اشترىاه
لَهُۥ,لهۥ,له
ٱلْءَاخِرَةِ,ٱلءاخر,الءاخرة
خَلَٰقٍ,خلٰق,خلاق
وَلَبِئْسَ,بئس,ولبيس
شَرَوْا۟,شروا۟,شروا
أَنَّهُمْ,نهم,انهم
وَٱتَّقَوْا۟,ٱتقوا۟,واتقوا
لَمَثُوبَةٌ,ثوب,لمثوبة
لَّوْ,لو,لو
تَقُولُوا۟,قولوا۟,تقولوا
رَٰعِنَا,رٰع,راعنا
ٱنظُرْنَا,ٱنظر,انظرنا
أَلِيمٌ,الم,اليم
أَهْلِ,اهل,اهل
ٱلْمُشْرِكِينَ,ٱلمشر,المشركين
يُنَزَّلَ,نزل,ينزل
عَلَيْكُم,علي,عليكم
خَيْرٍ,خير,خير
يَخْتَصُّ,ختص,يختص
بِرَحْمَتِهِۦ,رحمتهۦ,برحمته
ذُو,ذو,ذو
ٱلْفَضْلِ,ٱلفضل,الفضل
ٱلْعَظِيمِ,ٱلعظيم,العظيم
نَنسَخْ,نسخ,ننسخ
ءَايَةٍ,ءية,ءاية
نُنسِهَا,ننس,ننسها
نَأْتِ,نأت,نات
بِخَيْرٍ,بخر,بخير
مِّنْهَآ,نهٓ,منها
مِثْلِهَآ,مثلهآ,مثلها
تَعْلَمْ,علم,تعلم
مُلْكُ,ملك,ملك
وَلِىٍّ,ولى,ولى
نَصِيرٍ,نصر,نصير
تُرِيدُونَ,ترد,تريدون
تَسْـَٔلُوا۟,تسـٔلوا۟,تسـلوا
رَسُولَكُمْ,رسل,رسولكم
كَمَا,كما,كما
سُئِلَ,سئل,سيل
وَمَن,ومن,ومن
يَتَبَدَّلِ,بدل,يتبدل
ٱلْكُفْرَ,ٱلكفر,الكفر
بِٱلْإِيمَٰنِ,بٱلإيمٰن,بالايمان
فَقَدْ,فقد,فقد
ضَلَّ,ضل,ضل
سَوَآءَ,سٓء,سواء
ٱلسَّبِيلِ,ٱلسبيل,السبيل
وَدَّ,ود,ود
كَثِيرٌ,كثر,كثير
يَرُدُّونَكُم,ردو,يردونكم
إِيمَٰنِكُمْ,يمٰ,ايمانكم
كُفَّارًا,كفر,كفارا
حَسَدًا,حسد,حسدا
أَنفُسِهِم,نفس,انفسهم
تَبَيَّنَ,تبن,تبين
لَهُمُ,لهم,لهم
فَٱعْفُوا۟,ٱعفوا۟,فاعفوا
وَٱصْفَحُوا۟,وٱصفحوا۟,واصفحوا
يَأْتِىَ,أتى,ياتى
بِأَمْرِهِۦٓ,أمرهۦٓ,بامره
تُقَدِّمُوا۟,قدموا۟,تقدموا
لِأَنفُسِكُم,أنفس,لانفسكم
تَجِدُوهُ,جدو,تجدوه
بَصِيرٌ,بصر,بصير
يَدْخُلَ,دخل,يدخل
هُودًا,هود,هودا
نَصَٰرَىٰ,صٰرىٰ,نصارىا
تِلْكَ,تلك,تلك
أَمَانِيُّهُمْ,مني,امانيهم
هَاتُوا۟,هاتوا۟,هاتوا
بُرْهَٰنَكُمْ,رهٰ,برهانكم
أَسْلَمَ,سلم,اسلم
وَجْهَهُۥ,جههۥ,وجهه
مُحْسِنٌ,حسن,محسن
فَلَهُۥٓ,هۥٓ,فله
أَجْرُهُۥ,جرهۥ,اجره
رَبِّهِۦ,ربهۦ,ربه
وَقَالَتِ,وقل,وقالت
ٱلْيَهُودُ,ٱليهود,اليهود
لَيْسَتِ,ليس,ليست
ٱلنَّصَٰرَىٰ,ٱلنصٰرىٰ,النصارىا
يَتْلُونَ,يتل,يتلون
مِثْلَ,مثل,مثل
قَوْلِهِمْ,قول,قولهم
فَٱللَّهُ,ٱلل,فالله
يَحْكُمُ,حكم,يحكم
بَيْنَهُمْ,بين,بينهم
يَوْمَ,يوم,يوم
فِيمَا,فيم,فيما
يَخْتَلِفُونَ,خلف,يختلفون
وَمَنْ,ومن,ومن
أَظْلَمُ,ظلم,اظلم
مِمَّن,ممن,ممن
مَّنَعَ,منع,منع
مَسَٰجِدَ,سٰجد,مساجد
يُذْكَرَ,ذكر,يذكر
ٱسْمُهُۥ,ٱسمهۥ,اسمه
وَسَعَىٰ,عىٰ,وسعىا
خَرَابِهَآ,خرابهآ,خرابها
يَدْخُلُوهَآ,يدخلوهآ,يدخلوها
خَآئِفِينَ,خآئف,خايفين
وَلِلَّهِ,ولل,ولله
ٱلْمَشْرِقُ,ٱلمشرق,المشرق
وَٱلْمَغْرِبُ,ٱلمغرب,والمغرب
فَأَيْنَمَا,فأن,فاينما
تُوَلُّوا۟,لو۟,تولوا
فَثَمَّ,فثم,فثم
وَجْهُ,وجه,وجه
وَٰسِعٌ,ٰسع,واسع
ٱتَّخَذَ,ٱتخذ,اتخذ
وَلَدًا,ولد,ولدا
سُبْحَٰنَهُۥ,حٰنهۥ,سبحانه
لَّهُۥ,لهۥ,له
كُلٌّ,كل,كل
قَٰنِتُونَ,قٰن,قانتون
بَدِيعُ,بدع,بديع
قَضَىٰٓ,قضىٰٓ,قضىا
أَمْرًا,امر,امرا
فَإِنَّمَا,فإن,فانما
كُن,كن,كن
فَيَكُونُ,فيك,فيكون
